# source target cpu_ms wall_ms
examples/json/tokenize.oro go 1703 1972
examples/json/tokenize.oro js 15 32
examples/json/tokenize.oro java 0 30
examples/json/tokenize.oro windows 15 34
examples/json/tree.oro go 2515 2170
examples/json/tree.oro js 46 47
examples/json/tree.oro java 31 40
examples/json/tree.oro windows 0 39
examples/kara/core.oro go 187 202
examples/kara/core.oro js 31 37
examples/kara/core.oro java 15 31
examples/kara/core.oro windows 15 31
examples/kara/workspace.oro go 46 32
examples/kara/workspace.oro js 15 33
examples/kara/workspace.oro java 31 32
examples/kara/workspace.oro windows 15 35
examples/map/dynamic.oro go 15 39
examples/map/dynamic.oro js 0 33
examples/map/dynamic.oro java 15 25
examples/map/dynamic.oro windows 15 26
examples/match/runs.oro go 31 35
examples/match/runs.oro js 15 28
examples/match/runs.oro java 15 33
examples/match/runs.oro windows 15 29
examples/modules.oro go 31 42
examples/modules.oro js 31 36
examples/modules.oro java 15 50
examples/modules.oro windows 31 44
examples/native/centroid-go.oro go 31 41
examples/native/centroid-go.oro js 15 36
examples/native/centroid-go.oro java 31 28
examples/native/centroid-go.oro windows 15 29
examples/native/centroid-java.oro go 15 40
examples/native/centroid-java.oro js 15 39
examples/native/centroid-java.oro java 15 42
examples/native/centroid-java.oro windows 46 36
examples/native/centroid-js.oro go 15 39
examples/native/centroid-js.oro js 15 39
examples/native/centroid-js.oro java 31 35
examples/native/centroid-js.oro windows 0 47
examples/native/divmod-go.oro go 15 50
examples/native/divmod-go.oro js 0 46
examples/native/divmod-go.oro java 31 42
examples/native/divmod-go.oro windows 15 36
examples/native/divmod-java.oro go 31 37
examples/native/divmod-java.oro js 31 33
examples/native/divmod-java.oro java 15 35
examples/native/divmod-java.oro windows 15 30
examples/native/dot-go.oro go 15 45
examples/native/dot-go.oro js 15 36
examples/native/dot-go.oro java 15 46
examples/native/dot-go.oro windows 15 36
examples/native/dot-java.oro go 15 50
examples/native/dot-java.oro js 31 35
examples/native/dot-java.oro java 15 44
examples/native/dot-java.oro windows 31 42
examples/native/dot-js.oro go 0 39
examples/native/dot-js.oro js 15 51
examples/native/dot-js.oro java 31 44
examples/native/dot-js.oro windows 31 41
examples/native/generic-go.oro go 15 44
examples/native/generic-go.oro js 31 36
examples/native/generic-go.oro java 46 35
examples/native/generic-go.oro windows 31 34
examples/native/generic-java.oro go 31 36
examples/native/generic-java.oro js 15 44
examples/native/generic-java.oro java 0 62
examples/native/generic-java.oro windows 15 54
examples/native/generic-js.oro go 0 59
examples/native/generic-js.oro js 15 47
examples/native/generic-js.oro java 15 42
examples/native/generic-js.oro windows 15 38
examples/native/hello-win.oro go 15 33
examples/native/hello-win.oro js 31 34
examples/native/hello-win.oro java 15 33
examples/native/hello-win.oro windows 15 33
examples/native/report-go.oro go 31 37
examples/native/report-go.oro js 31 37
examples/native/report-go.oro java 31 43
examples/native/report-go.oro windows 31 35
examples/native/report-java.oro go 31 39
examples/native/report-java.oro js 31 32
examples/native/report-java.oro java 15 40
examples/native/report-java.oro windows 31 41
examples/native/report-js.oro go 31 37
examples/native/report-js.oro js 31 37
examples/native/report-js.oro java 15 29
examples/native/report-js.oro windows 31 39
examples/native/search-go.oro go 15 43
examples/native/search-go.oro js 31 34
examples/native/search-go.oro java 15 32
examples/native/search-go.oro windows 15 39
examples/native/search-java.oro go 15 38
examples/native/search-java.oro js 31 36
examples/native/search-java.oro java 15 41
examples/native/search-java.oro windows 15 36
examples/native/search-js.oro go 31 45
examples/native/search-js.oro js 15 42
examples/native/search-js.oro java 15 35
examples/native/search-js.oro windows 15 29
examples/native/shortcircuit-go.oro go 15 40
examples/native/shortcircuit-go.oro js 15 39
examples/native/shortcircuit-go.oro java 31 36
examples/native/shortcircuit-go.oro windows 15 38
examples/native/shortcircuit-win.oro go 0 42
examples/native/shortcircuit-win.oro js 31 47
examples/native/shortcircuit-win.oro java 46 46
examples/native/shortcircuit-win.oro windows 62 76
examples/native/sieve-go-threaded.oro go 46 60
examples/native/sieve-go-threaded.oro js 31 33
examples/native/sieve-go-threaded.oro java 15 31
examples/native/sieve-go-threaded.oro windows 0 39
examples/native/sieve-go.oro go 46 68
examples/native/sieve-go.oro js 15 34
examples/native/sieve-go.oro java 31 30
examples/native/sieve-go.oro windows 31 33
examples/native/sieve-java.oro go 15 38
examples/native/sieve-java.oro js 15 35
examples/native/sieve-java.oro java 62 56
examples/native/sieve-java.oro windows 15 42
examples/native/sieve-js.oro go 31 39
examples/native/sieve-js.oro js 31 50
examples/native/sieve-js.oro java 15 38
examples/native/sieve-js.oro windows 31 30
examples/native/sieve-win-bench.oro go 0 41
examples/native/sieve-win-bench.oro js 15 39
examples/native/sieve-win-bench.oro java 31 38
examples/native/sieve-win-bench.oro windows 734 916
examples/native/sieve-win.oro go 15 46
examples/native/sieve-win.oro js 15 38
examples/native/sieve-win.oro java 0 47
examples/native/sieve-win.oro windows 46 99
examples/native/smooth-go.oro go 31 43
examples/native/smooth-go.oro js 0 39
examples/native/smooth-go.oro java 15 44
examples/native/smooth-go.oro windows 15 40
examples/native/smooth-java.oro go 31 41
examples/native/smooth-java.oro js 15 38
examples/native/smooth-java.oro java 15 78
examples/native/smooth-java.oro windows 15 70
examples/native/smooth-js.oro go 0 73
examples/native/smooth-js.oro js 31 70
examples/native/smooth-js.oro java 15 71
examples/native/smooth-js.oro windows 0 61
examples/native/wordcount-go.oro go 15 79
examples/native/wordcount-go.oro js 15 69
examples/native/wordcount-go.oro java 15 58
examples/native/wordcount-go.oro windows 31 50
examples/native/wordcount-java.oro go 31 38
examples/native/wordcount-java.oro js 15 43
examples/native/wordcount-java.oro java 15 46
examples/native/wordcount-java.oro windows 15 37
examples/native/wordcount-js.oro go 31 43
examples/native/wordcount-js.oro js 31 36
examples/native/wordcount-js.oro java 15 39
examples/native/wordcount-js.oro windows 0 37
examples/norm.oro go 15 51
examples/norm.oro js 46 57
examples/norm.oro java 15 44
examples/norm.oro windows 46 49
examples/report.oro go 31 49
examples/report.oro js 15 51
examples/report.oro java 15 52
examples/report.oro windows 46 54
examples/search.oro go 15 52
examples/search.oro js 46 59
examples/search.oro java 15 49
examples/search.oro windows 31 48
examples/smooth.oro go 15 53
examples/smooth.oro js 15 48
examples/smooth.oro java 15 50
examples/smooth.oro windows 31 44
examples/stencil.oro go 15 49
examples/stencil.oro js 31 43
examples/stencil.oro java 31 45
examples/stencil.oro windows 31 51
examples/sum/parse.oro go 0 36
examples/sum/parse.oro js 31 32
examples/sum/parse.oro java 15 26
examples/sum/parse.oro windows 15 26
examples/table/alloc.oro go 15 34
examples/table/alloc.oro js 15 33
examples/table/alloc.oro java 15 28
examples/table/alloc.oro windows 15 28
examples/table/dot.oro go 0 28
examples/table/dot.oro js 15 38
examples/table/dot.oro java 15 46
examples/table/dot.oro windows 0 38
examples/table/sieve-win.oro go 0 39
examples/table/sieve-win.oro js 0 38
examples/table/sieve-win.oro java 31 46
examples/table/sieve-win.oro windows 187 211
examples/table/sieve.oro go 15 56
examples/table/sieve.oro js 0 36
examples/table/sieve.oro java 0 40
examples/table/sieve.oro windows 15 29
examples/tally/host-go.oro go 15 36
examples/tally/host-go.oro js 0 29
examples/tally/host-go.oro java 15 31
examples/tally/host-go.oro windows 31 34
examples/tally/host-java.oro go 15 35
examples/tally/host-java.oro js 31 34
examples/tally/host-java.oro java 15 33
examples/tally/host-java.oro windows 0 35
examples/tally/tally.oro go 0 36
examples/tally/tally.oro js 15 34
examples/tally/tally.oro java 31 35
examples/tally/tally.oro windows 46 35
examples/wordcount.oro go 31 47
examples/wordcount.oro js 0 49
examples/wordcount.oro java 31 45
examples/wordcount.oro windows 31 44
gauntlet/differential/cases/array-literal.oro go 31 41
gauntlet/differential/cases/array-literal.oro js 0 31
gauntlet/differential/cases/array-literal.oro java 31 51
gauntlet/differential/cases/array-literal.oro windows 0 51
gauntlet/differential/cases/big-divmod.oro go 0 53
gauntlet/differential/cases/big-divmod.oro js 31 36
gauntlet/differential/cases/big-divmod.oro java 46 53
gauntlet/differential/cases/big-divmod.oro windows 296 407
gauntlet/differential/cases/big-fib.oro go 15 49
gauntlet/differential/cases/big-fib.oro js 15 43
gauntlet/differential/cases/big-fib.oro java 15 40
gauntlet/differential/cases/big-fib.oro windows 31 44
gauntlet/differential/cases/big-limbs.oro go 15 52
gauntlet/differential/cases/big-limbs.oro js 31 45
gauntlet/differential/cases/big-limbs.oro java 15 50
gauntlet/differential/cases/big-limbs.oro windows 15 42
gauntlet/differential/cases/big-mul.oro go 31 38
gauntlet/differential/cases/big-mul.oro js 31 38
gauntlet/differential/cases/big-mul.oro java 31 38
gauntlet/differential/cases/big-mul.oro windows 15 37
gauntlet/differential/cases/big-select.oro go 15 36
gauntlet/differential/cases/big-select.oro js 31 36
gauntlet/differential/cases/big-select.oro java 31 46
gauntlet/differential/cases/big-select.oro windows 0 43
gauntlet/differential/cases/big-subdiv.oro go 46 60
gauntlet/differential/cases/big-subdiv.oro js 31 45
gauntlet/differential/cases/big-subdiv.oro java 0 46
gauntlet/differential/cases/big-subdiv.oro windows 31 39
gauntlet/differential/cases/buffer-swap.oro go 31 45
gauntlet/differential/cases/buffer-swap.oro js 0 39
gauntlet/differential/cases/buffer-swap.oro java 0 39
gauntlet/differential/cases/buffer-swap.oro windows 15 40
gauntlet/differential/cases/build-zero.oro go 15 40
gauntlet/differential/cases/build-zero.oro js 15 45
gauntlet/differential/cases/build-zero.oro java 15 37
gauntlet/differential/cases/build-zero.oro windows 15 39
gauntlet/differential/cases/json-tokenize.oro go 31 57
gauntlet/differential/cases/json-tokenize.oro js 31 51
gauntlet/differential/cases/json-tokenize.oro java 31 49
gauntlet/differential/cases/json-tokenize.oro windows 62 51
gauntlet/differential/cases/json-tree.oro go 62 71
gauntlet/differential/cases/json-tree.oro js 46 74
gauntlet/differential/cases/json-tree.oro java 62 81
gauntlet/differential/cases/json-tree.oro windows 62 74
gauntlet/differential/cases/len-bounded.oro go 15 49
gauntlet/differential/cases/len-bounded.oro js 15 41
gauntlet/differential/cases/len-bounded.oro java 15 43
gauntlet/differential/cases/len-bounded.oro windows 15 41
gauntlet/differential/cases/limb-subdiv.oro go 62 86
gauntlet/differential/cases/limb-subdiv.oro js 15 58
gauntlet/differential/cases/limb-subdiv.oro java 46 79
gauntlet/differential/cases/limb-subdiv.oro windows 15 76
gauntlet/differential/cases/loop-counter.oro go 15 62
gauntlet/differential/cases/loop-counter.oro js 15 49
gauntlet/differential/cases/loop-counter.oro java 31 60
gauntlet/differential/cases/loop-counter.oro windows 15 54
gauntlet/differential/cases/map-dynamic.oro go 0 44
gauntlet/differential/cases/map-dynamic.oro js 31 33
gauntlet/differential/cases/map-dynamic.oro java 31 64
gauntlet/differential/cases/map-dynamic.oro windows 15 61
gauntlet/differential/cases/map-keys.oro go 31 68
gauntlet/differential/cases/map-keys.oro js 31 62
gauntlet/differential/cases/map-keys.oro java 31 62
gauntlet/differential/cases/map-keys.oro windows 15 57
gauntlet/differential/cases/map-len.oro go 31 63
gauntlet/differential/cases/map-len.oro js 15 39
gauntlet/differential/cases/map-len.oro java 15 43
gauntlet/differential/cases/map-len.oro windows 15 41
gauntlet/differential/cases/map-static.oro go 0 42
gauntlet/differential/cases/map-static.oro js 15 43
gauntlet/differential/cases/map-static.oro java 15 37
gauntlet/differential/cases/map-static.oro windows 15 52
gauntlet/differential/cases/match.oro go 15 55
gauntlet/differential/cases/match.oro js 15 47
gauntlet/differential/cases/match.oro java 15 46
gauntlet/differential/cases/match.oro windows 31 44
gauntlet/differential/cases/merge-sort.oro go 31 51
gauntlet/differential/cases/merge-sort.oro js 31 53
gauntlet/differential/cases/merge-sort.oro java 15 48
gauntlet/differential/cases/merge-sort.oro windows 31 41
gauntlet/differential/cases/negative-zero.oro go 15 42
gauntlet/differential/cases/negative-zero.oro js 0 43
gauntlet/differential/cases/negative-zero.oro java 15 53
gauntlet/differential/cases/negative-zero.oro windows 31 52
gauntlet/differential/cases/product.oro go 31 49
gauntlet/differential/cases/product.oro js 31 46
gauntlet/differential/cases/product.oro java 15 34
gauntlet/differential/cases/product.oro windows 0 45
gauntlet/differential/cases/render.oro go 46 181
gauntlet/differential/cases/render.oro js 78 152
gauntlet/differential/cases/render.oro java 125 182
gauntlet/differential/cases/render.oro windows 4718 2354
gauntlet/differential/cases/shift-div.oro go 15 39
gauntlet/differential/cases/shift-div.oro js 0 43
gauntlet/differential/cases/shift-div.oro java 15 51
gauntlet/differential/cases/shift-div.oro windows 15 52
gauntlet/differential/cases/string-escapes.oro go 0 45
gauntlet/differential/cases/string-escapes.oro js 15 37
gauntlet/differential/cases/string-escapes.oro java 15 33
gauntlet/differential/cases/string-escapes.oro windows 31 34
gauntlet/differential/cases/sum-case.oro go 31 36
gauntlet/differential/cases/sum-case.oro js 15 37
gauntlet/differential/cases/sum-case.oro java 0 33
gauntlet/differential/cases/sum-case.oro windows 15 38
gauntlet/differential/cases/table-alloc.oro go 31 41
gauntlet/differential/cases/table-alloc.oro js 31 38
gauntlet/differential/cases/table-alloc.oro java 31 34
gauntlet/differential/cases/table-alloc.oro windows 15 38
gauntlet/differential/cases/table-bool.oro go 15 37
gauntlet/differential/cases/table-bool.oro js 15 37
gauntlet/differential/cases/table-bool.oro java 15 36
gauntlet/differential/cases/table-bool.oro windows 15 37
gauntlet/differential/cases/utf8-widths.oro go 15 40
gauntlet/differential/cases/utf8-widths.oro js 31 33
gauntlet/differential/cases/utf8-widths.oro java 31 38
gauntlet/differential/cases/utf8-widths.oro windows 15 47
gauntlet/differential/cases/values-product.oro go 15 46
gauntlet/differential/cases/values-product.oro js 0 43
gauntlet/differential/cases/values-product.oro java 0 36
gauntlet/differential/cases/values-product.oro windows 31 36
lib/io/go.oro go 15 21
lib/io/go.oro js 0 31
lib/io/go.oro java 0 22
lib/io/go.oro windows 15 25
lib/io/java.oro go 0 21
lib/io/java.oro js 15 22
lib/io/java.oro java 0 32
lib/io/java.oro windows 0 40
lib/io/js.oro go 15 26
lib/io/js.oro js 0 29
lib/io/js.oro java 0 28
lib/io/js.oro windows 15 31
lib/num/vec.oro go 31 41
lib/num/vec.oro js 31 28
lib/num/vec.oro java 15 28
lib/num/vec.oro windows 0 27
lib/os/go.oro go 0 28
lib/os/go.oro js 0 35
lib/os/go.oro java 0 25
lib/os/go.oro windows 15 38
lib/os/java.oro go 15 23
lib/os/java.oro js 15 29
lib/os/java.oro java 31 31
lib/os/java.oro windows 15 28
lib/os/js.oro go 0 23
lib/os/js.oro js 0 22
lib/os/js.oro java 0 20
lib/os/js.oro windows 15 27
lib/win/fmt.oro go 15 26
lib/win/fmt.oro js 15 24
lib/win/fmt.oro java 15 24
lib/win/fmt.oro windows 15 29
