# source target cpu_ms wall_ms
examples/native/search-java.oro js 31 30
examples/native/search-java.oro java 31 38
examples/native/search-java.oro windows 15 35
examples/native/search-js.oro go 31 40
examples/native/search-js.oro js 15 34
examples/native/search-js.oro java 31 46
examples/native/search-js.oro windows 15 34
examples/native/shortcircuit-go.oro go 31 40
examples/native/shortcircuit-go.oro js 15 35
examples/native/shortcircuit-go.oro java 0 33
examples/native/shortcircuit-go.oro windows 15 36
examples/native/shortcircuit-win.oro go 31 44
examples/native/shortcircuit-win.oro js 15 37
examples/native/shortcircuit-win.oro java 15 34
examples/native/shortcircuit-win.oro windows 31 70
examples/native/sieve-go-threaded.oro go 46 51
examples/native/sieve-go-threaded.oro js 15 37
examples/native/sieve-go-threaded.oro java 15 37
examples/native/sieve-go-threaded.oro windows 15 35
examples/native/sieve-go.oro go 46 71
examples/native/sieve-go.oro js 15 43
examples/native/sieve-go.oro java 15 37
examples/native/sieve-go.oro windows 15 37
examples/native/sieve-java.oro go 0 37
examples/native/sieve-java.oro js 15 38
examples/native/sieve-java.oro java 31 61
examples/native/sieve-java.oro windows 0 35
examples/native/sieve-js.oro go 31 42
examples/native/sieve-js.oro js 31 56
examples/native/sieve-js.oro java 15 48
examples/native/sieve-js.oro windows 15 44
examples/native/sieve-win-bench.oro go 15 42
examples/native/sieve-win-bench.oro js 0 40
examples/native/sieve-win-bench.oro java 15 36
examples/native/sieve-win-bench.oro windows 812 917
examples/native/sieve-win.oro go 46 46
examples/native/sieve-win.oro js 31 40
examples/native/sieve-win.oro java 31 34
examples/native/sieve-win.oro windows 31 67
examples/native/smooth-go.oro go 15 41
examples/native/smooth-go.oro js 15 39
examples/native/smooth-go.oro java 15 45
examples/native/smooth-go.oro windows 15 45
examples/native/smooth-java.oro go 15 49
examples/native/smooth-java.oro js 31 31
examples/native/smooth-java.oro java 15 48
examples/native/smooth-java.oro windows 15 39
examples/native/smooth-js.oro go 15 42
examples/native/smooth-js.oro js 15 35
examples/native/smooth-js.oro java 31 41
examples/native/smooth-js.oro windows 15 52
examples/native/wordcount-go.oro go 31 44
examples/native/wordcount-go.oro js 31 43
examples/native/wordcount-go.oro java 31 45
examples/native/wordcount-go.oro windows 15 43
examples/native/wordcount-java.oro go 31 39
examples/native/wordcount-java.oro js 15 37
examples/native/wordcount-java.oro java 15 41
examples/native/wordcount-java.oro windows 0 41
examples/native/wordcount-js.oro go 15 35
examples/native/wordcount-js.oro js 0 36
examples/native/wordcount-js.oro java 15 47
examples/native/wordcount-js.oro windows 15 40
examples/norm.oro go 31 46
examples/norm.oro js 15 54
examples/norm.oro java 15 53
examples/norm.oro windows 31 50
examples/report.oro go 31 57
examples/report.oro js 46 51
examples/report.oro java 31 50
examples/report.oro windows 31 39
examples/search.oro go 15 57
examples/search.oro js 31 51
examples/search.oro java 31 49
examples/search.oro windows 31 50
examples/smooth.oro go 15 57
examples/smooth.oro js 15 51
examples/smooth.oro java 62 63
examples/smooth.oro windows 15 51
examples/stencil.oro go 31 47
examples/stencil.oro js 46 52
examples/stencil.oro java 15 47
examples/stencil.oro windows 31 46
examples/sum/parse.oro go 31 35
examples/sum/parse.oro js 31 31
examples/sum/parse.oro java 15 31
examples/sum/parse.oro windows 31 28
examples/table/alloc.oro go 15 30
examples/table/alloc.oro js 15 36
examples/table/alloc.oro java 0 30
examples/table/alloc.oro windows 15 30
examples/table/dot.oro go 31 44
examples/table/dot.oro js 0 36
examples/table/dot.oro java 31 37
examples/table/dot.oro windows 0 30
examples/table/sieve-win.oro go 15 33
examples/table/sieve-win.oro js 31 34
examples/table/sieve-win.oro java 31 29
examples/table/sieve-win.oro windows 187 217
examples/table/sieve.oro go 46 60
examples/table/sieve.oro js 15 38
examples/table/sieve.oro java 15 32
examples/table/sieve.oro windows 0 32
examples/tally/host-go.oro go 15 32
examples/tally/host-go.oro js 15 30
examples/tally/host-go.oro java 31 30
examples/tally/host-go.oro windows 15 34
examples/tally/host-java.oro go 31 34
examples/tally/host-java.oro js 0 34
examples/tally/host-java.oro java 31 27
examples/tally/host-java.oro windows 0 29
examples/tally/tally.oro go 31 41
examples/tally/tally.oro js 0 32
examples/tally/tally.oro java 0 40
examples/tally/tally.oro windows 31 33
examples/wordcount.oro go 31 51
examples/wordcount.oro js 15 43
examples/wordcount.oro java 46 50
examples/wordcount.oro windows 15 53
gauntlet/differential/cases/array-literal.oro go 0 48
gauntlet/differential/cases/array-literal.oro js 15 39
gauntlet/differential/cases/array-literal.oro java 15 41
gauntlet/differential/cases/array-literal.oro windows 31 33
gauntlet/differential/cases/big-divmod.oro go 15 48
gauntlet/differential/cases/big-divmod.oro js 31 43
gauntlet/differential/cases/big-divmod.oro java 31 42
gauntlet/differential/cases/big-divmod.oro windows 359 418
gauntlet/differential/cases/big-fib.oro go 31 41
gauntlet/differential/cases/big-fib.oro js 15 37
gauntlet/differential/cases/big-fib.oro java 15 36
gauntlet/differential/cases/big-fib.oro windows 0 47
gauntlet/differential/cases/big-limbs.oro go 15 45
gauntlet/differential/cases/big-limbs.oro js 15 46
gauntlet/differential/cases/big-limbs.oro java 15 37
gauntlet/differential/cases/big-limbs.oro windows 31 39
gauntlet/differential/cases/big-mul.oro go 31 37
gauntlet/differential/cases/big-mul.oro js 31 41
gauntlet/differential/cases/big-mul.oro java 15 48
gauntlet/differential/cases/big-mul.oro windows 15 53
gauntlet/differential/cases/big-select.oro go 31 48
gauntlet/differential/cases/big-select.oro js 15 37
gauntlet/differential/cases/big-select.oro java 31 42
gauntlet/differential/cases/big-select.oro windows 31 38
gauntlet/differential/cases/big-subdiv.oro go 31 42
gauntlet/differential/cases/big-subdiv.oro js 15 46
gauntlet/differential/cases/big-subdiv.oro java 0 42
gauntlet/differential/cases/big-subdiv.oro windows 31 35
gauntlet/differential/cases/buffer-swap.oro go 15 41
gauntlet/differential/cases/buffer-swap.oro js 15 41
gauntlet/differential/cases/buffer-swap.oro java 15 38
gauntlet/differential/cases/buffer-swap.oro windows 31 34
gauntlet/differential/cases/build-zero.oro go 15 85
gauntlet/differential/cases/build-zero.oro js 15 61
gauntlet/differential/cases/build-zero.oro java 31 70
gauntlet/differential/cases/build-zero.oro windows 15 59
gauntlet/differential/cases/json-tokenize.oro go 15 58
gauntlet/differential/cases/json-tokenize.oro js 46 63
gauntlet/differential/cases/json-tokenize.oro java 15 66
gauntlet/differential/cases/json-tokenize.oro windows 31 67
gauntlet/differential/cases/json-tree.oro go 93 75
gauntlet/differential/cases/json-tree.oro js 31 72
gauntlet/differential/cases/json-tree.oro java 93 79
gauntlet/differential/cases/json-tree.oro windows 31 67
gauntlet/differential/cases/len-bounded.oro go 31 36
gauntlet/differential/cases/len-bounded.oro js 31 38
gauntlet/differential/cases/len-bounded.oro java 15 42
gauntlet/differential/cases/len-bounded.oro windows 31 55
gauntlet/differential/cases/limb-subdiv.oro go 46 104
gauntlet/differential/cases/limb-subdiv.oro js 46 65
gauntlet/differential/cases/limb-subdiv.oro java 78 89
gauntlet/differential/cases/limb-subdiv.oro windows 31 64
gauntlet/differential/cases/loop-counter.oro go 15 33
gauntlet/differential/cases/loop-counter.oro js 31 35
gauntlet/differential/cases/loop-counter.oro java 31 40
gauntlet/differential/cases/loop-counter.oro windows 0 37
gauntlet/differential/cases/map-dynamic.oro go 31 44
gauntlet/differential/cases/map-dynamic.oro js 31 45
gauntlet/differential/cases/map-dynamic.oro java 31 41
gauntlet/differential/cases/map-dynamic.oro windows 15 37
gauntlet/differential/cases/map-keys.oro go 15 40
gauntlet/differential/cases/map-keys.oro js 31 40
gauntlet/differential/cases/map-keys.oro java 15 37
gauntlet/differential/cases/map-keys.oro windows 15 43
gauntlet/differential/cases/map-len.oro go 46 46
gauntlet/differential/cases/map-len.oro js 15 50
gauntlet/differential/cases/map-len.oro java 31 49
gauntlet/differential/cases/map-len.oro windows 15 47
gauntlet/differential/cases/map-static.oro go 15 35
gauntlet/differential/cases/map-static.oro js 15 44
gauntlet/differential/cases/map-static.oro java 15 41
gauntlet/differential/cases/map-static.oro windows 0 43
gauntlet/differential/cases/match.oro go 15 44
gauntlet/differential/cases/match.oro js 31 39
gauntlet/differential/cases/match.oro java 15 36
gauntlet/differential/cases/match.oro windows 15 48
gauntlet/differential/cases/merge-sort.oro go 15 44
gauntlet/differential/cases/merge-sort.oro js 15 45
gauntlet/differential/cases/merge-sort.oro java 15 47
gauntlet/differential/cases/merge-sort.oro windows 46 47
gauntlet/differential/cases/negative-zero.oro go 31 45
gauntlet/differential/cases/negative-zero.oro js 0 40
gauntlet/differential/cases/negative-zero.oro java 31 49
gauntlet/differential/cases/negative-zero.oro windows 15 55
gauntlet/differential/cases/product.oro go 31 46
gauntlet/differential/cases/product.oro js 15 40
gauntlet/differential/cases/product.oro java 15 41
gauntlet/differential/cases/product.oro windows 15 42
gauntlet/differential/cases/render.oro go 93 130
gauntlet/differential/cases/render.oro js 93 136
gauntlet/differential/cases/render.oro java 109 153
gauntlet/differential/cases/render.oro windows 5218 2377
gauntlet/differential/cases/shift-div.oro go 15 40
gauntlet/differential/cases/shift-div.oro js 15 47
gauntlet/differential/cases/shift-div.oro java 15 50
gauntlet/differential/cases/shift-div.oro windows 15 37
gauntlet/differential/cases/string-escapes.oro go 31 41
gauntlet/differential/cases/string-escapes.oro js 15 39
gauntlet/differential/cases/string-escapes.oro java 0 36
gauntlet/differential/cases/string-escapes.oro windows 31 41
gauntlet/differential/cases/sum-case.oro go 0 40
gauntlet/differential/cases/sum-case.oro js 15 42
gauntlet/differential/cases/sum-case.oro java 15 39
gauntlet/differential/cases/sum-case.oro windows 31 33
gauntlet/differential/cases/table-alloc.oro go 31 38
gauntlet/differential/cases/table-alloc.oro js 15 36
gauntlet/differential/cases/table-alloc.oro java 31 42
gauntlet/differential/cases/table-alloc.oro windows 15 38
gauntlet/differential/cases/table-bool.oro go 15 39
gauntlet/differential/cases/table-bool.oro js 15 37
gauntlet/differential/cases/table-bool.oro java 46 35
gauntlet/differential/cases/table-bool.oro windows 15 35
gauntlet/differential/cases/utf8-widths.oro go 31 33
gauntlet/differential/cases/utf8-widths.oro js 31 33
gauntlet/differential/cases/utf8-widths.oro java 31 45
gauntlet/differential/cases/utf8-widths.oro windows 15 45
gauntlet/differential/cases/values-product.oro go 15 47
gauntlet/differential/cases/values-product.oro js 15 41
gauntlet/differential/cases/values-product.oro java 15 41
gauntlet/differential/cases/values-product.oro windows 15 45
lib/io/go.oro go 0 23
lib/io/go.oro js 15 22
lib/io/go.oro java 0 20
lib/io/go.oro windows 15 26
lib/io/java.oro go 0 20
lib/io/java.oro js 0 28
lib/io/java.oro java 0 24
lib/io/java.oro windows 15 24
lib/io/js.oro go 0 21
lib/io/js.oro js 0 19
lib/io/js.oro java 15 20
lib/io/js.oro windows 15 25
lib/num/vec.oro go 15 29
lib/num/vec.oro js 15 32
lib/num/vec.oro java 15 25
lib/num/vec.oro windows 0 25
lib/os/go.oro go 15 23
lib/os/go.oro js 0 25
lib/os/go.oro java 0 20
lib/os/go.oro windows 15 31
lib/os/java.oro go 0 26
lib/os/java.oro js 15 21
lib/os/java.oro java 15 20
lib/os/java.oro windows 15 26
lib/os/js.oro go 0 20
lib/os/js.oro js 15 28
lib/os/js.oro java 15 33
lib/os/js.oro windows 0 36
lib/win/fmt.oro go 15 34
lib/win/fmt.oro js 31 32
lib/win/fmt.oro java 31 32
lib/win/fmt.oro windows 15 36
